"TASK_NAME1","TASK_NAME2","SCEN_TASK_NO","SOURCE","TASK_STATUS","SOURCE_1","TARGET","EXEC_SQL_ON_SOURCE","EXEC_SQL_ON_TARGET","NUMBER_OF_INSERT","NUMBER_OF_UPDATE","NUMBER_OF_DELETE","NB_ERR"
"Alter Session - Char Semantics","LKM BIAPPS SQL to Oracle (Multi Transport)",110,0,"D","EBSDEV2","BIAPPS_DW","","/* Below statement ensure table lengths are proper for Oracle Unicode Enabled DBs. */
ALTER SESSION SET NLS_LENGTH_SEMANTICS=CHAR
 ",0,0,0,0
"Create work object","LKM BIAPPS SQL to Oracle (Multi Transport)",120,0,"D","EBSDEV2","BIAPPS_DW","","
create table PRXBI_DW.C$_2624261_2_0
(
	NAME	VARCHAR2(4000 BYTE) NULL,
	SHORT_NAME	VARCHAR2(4000 BYTE) NULL,
	DESCRIPTION	VARCHAR2(4000 BYTE) NULL,
	PERIOD_SET_NAME	VARCHAR2(4000 BYTE) NULL,
	LAST_UPDATE_DATE	DATE NULL,
	CREATION_DATE	DATE NULL,
	USER_PERIOD_TYPE	VARCHAR2(4000 BYTE) NULL,
	CHART_OF_ACCOUNTS	VARCHAR2(4000 BYTE) NULL,
	CURRENCY_CODE	VARCHAR2(4000 BYTE) NULL,
	SLA_ACCOUNTING_METHOD_CODE	VARCHAR2(4000 BYTE) NULL,
	LEDGER_CATEGORY_CODE	VARCHAR2(4000 BYTE) NULL,
	CREATED_BY_ID	VARCHAR2(4000 BYTE) NULL,
	CHANGED_BY_ID	VARCHAR2(4000 BYTE) NULL,
	INTEGRATION_ID	VARCHAR2(4000 BYTE) NULL
)
NOLOGGING
  ",0,0,0,0
"Load data","LKM BIAPPS SQL to Oracle (Multi Transport)",130,0,"D","EBSDEV2","BIAPPS_DW","
select	
	SQ_GL_LEDGERS_SQ_GL_LEDGERS.NAME	AS NAME,
	SQ_GL_LEDGERS_SQ_GL_LEDGERS.SHORT_NAME	AS SHORT_NAME,
	SQ_GL_LEDGERS_SQ_GL_LEDGERS.DESCRIPTION	AS DESCRIPTION,
	SQ_GL_LEDGERS_SQ_GL_LEDGERS.PERIOD_SET_NAME	AS PERIOD_SET_NAME,
	SQ_GL_LEDGERS_SQ_GL_LEDGERS.LAST_UPDATE_DATE	AS LAST_UPDATE_DATE,
	SQ_GL_LEDGERS_SQ_GL_LEDGERS.CREATION_DATE	AS CREATION_DATE,
	SQ_GL_LEDGERS_SQ_GL_LEDGERS.USER_PERIOD_TYPE	AS USER_PERIOD_TYPE,
	TO_CHAR(SQ_GL_LEDGERS_SQ_GL_LEDGERS.CHART_OF_ACCOUNTS_ID)	AS CHART_OF_ACCOUNTS,
	COALESCE(SQ_GL_LEDGERS_SQ_GL_LEDGERS.CURRENCY_CODE,'__UNASSIGNED__')	AS CURRENCY_CODE,
	COALESCE(SQ_GL_LEDGERS_SQ_GL_LEDGERS.SLA_ACCOUNTING_METHOD_CODE,'__UNASSIGNED__')	AS SLA_ACCOUNTING_METHOD_CODE,
	COALESCE(SQ_GL_LEDGERS_SQ_GL_LEDGERS.LEDGER_CATEGORY_CODE,'__UNASSIGNED__')	AS LEDGER_CATEGORY_CODE,
	TO_CHAR(SQ_GL_LEDGERS_SQ_GL_LEDGERS.CREATED_BY)	AS CREATED_BY_ID,
	TO_CHAR(SQ_GL_LEDGERS_SQ_GL_LEDGERS.LAST_UPDATED_BY)	AS CHANGED_BY_ID,
	TO_CHAR(SQ_GL_LEDGERS_SQ_GL_LEDGERS.LEDGER_ID)	AS INTEGRATION_ID
from	
( /* Subselect from SDE_ORA_LedgerDimension.W_LEDGER_DS
*/

select 
	  

	   GL_LEDGERS_SQ_GL_LEDGERS.LEDGER_ID	AS LEDGER_ID,
	GL_LEDGERS_SQ_GL_LEDGERS.NAME	AS NAME,
	GL_LEDGERS_SQ_GL_LEDGERS.SHORT_NAME	AS SHORT_NAME,
	GL_LEDGERS_SQ_GL_LEDGERS.DESCRIPTION	AS DESCRIPTION,
	GL_LEDGERS_SQ_GL_LEDGERS.LEDGER_CATEGORY_CODE	AS LEDGER_CATEGORY_CODE,
	GL_LEDGERS_SQ_GL_LEDGERS.CHART_OF_ACCOUNTS_ID	AS CHART_OF_ACCOUNTS_ID,
	GL_LEDGERS_SQ_GL_LEDGERS.CURRENCY_CODE	AS CURRENCY_CODE,
	GL_LEDGERS_SQ_GL_LEDGERS.PERIOD_SET_NAME	AS PERIOD_SET_NAME,
	GL_LEDGERS_SQ_GL_LEDGERS.SLA_ACCOUNTING_METHOD_CODE	AS SLA_ACCOUNTING_METHOD_CODE,
	GL_LEDGERS_SQ_GL_LEDGERS.LAST_UPDATE_DATE	AS LAST_UPDATE_DATE,
	GL_LEDGERS_SQ_GL_LEDGERS.LAST_UPDATED_BY	AS LAST_UPDATED_BY,
	GL_LEDGERS_SQ_GL_LEDGERS.CREATION_DATE	AS CREATION_DATE,
	GL_LEDGERS_SQ_GL_LEDGERS.CREATED_BY	AS CREATED_BY,
	GL_PERIOD_TYPES_SQ_GL_LEDGERS.USER_PERIOD_TYPE	AS USER_PERIOD_TYPE
from	APPS.GL_LEDGERS GL_LEDGERS_SQ_GL_LEDGERS ,  APPS.GL_PERIOD_TYPES GL_PERIOD_TYPES_SQ_GL_LEDGERS      ,  APPS.XLA_ACCTG_METHODS_TL XLA_ACCTG_METHODS_TL_SQ_GL_LED     
where	(1=1)
AND (GL_LEDGERS_SQ_GL_LEDGERS.ACCOUNTED_PERIOD_TYPE=GL_PERIOD_TYPES_SQ_GL_LEDGERS.PERIOD_TYPE) AND ((GL_LEDGERS_SQ_GL_LEDGERS.SLA_ACCOUNTING_METHOD_TYPE=XLA_ACCTG_METHODS_TL_SQ_GL_LED.ACCOUNTING_METHOD_TYPE_CODE(+)) and (GL_LEDGERS_SQ_GL_LEDGERS.SLA_ACCOUNTING_METHOD_CODE=XLA_ACCTG_METHODS_TL_SQ_GL_LED.ACCOUNTING_METHOD_CODE(+))) 
 and (NVL(GL_LEDGERS_SQ_GL_LEDGERS.COMPLETE_FLAG,'Y')='Y') and (GL_LEDGERS_SQ_GL_LEDGERS.OBJECT_TYPE_CODE='L') and (XLA_ACCTG_METHODS_TL_SQ_GL_LED.LANGUAGE(+)= '#BIAPPS.LANGUAGE_BASE')
)  SQ_GL_LEDGERS_SQ_GL_LEDGERS
where	(1=1)
  ","insert #BIAPPS.ETL_HINT_INSERT_VALUES into PRXBI_DW.C$_2624261_2_0
(
	NAME,
	SHORT_NAME,
	DESCRIPTION,
	PERIOD_SET_NAME,
	LAST_UPDATE_DATE,
	CREATION_DATE,
	USER_PERIOD_TYPE,
	CHART_OF_ACCOUNTS,
	CURRENCY_CODE,
	SLA_ACCOUNTING_METHOD_CODE,
	LEDGER_CATEGORY_CODE,
	CREATED_BY_ID,
	CHANGED_BY_ID,
	INTEGRATION_ID
)
values
(
	:NAME,
	:SHORT_NAME,
	:DESCRIPTION,
	:PERIOD_SET_NAME,
	:LAST_UPDATE_DATE,
	:CREATION_DATE,
	:USER_PERIOD_TYPE,
	:CHART_OF_ACCOUNTS,
	:CURRENCY_CODE,
	:SLA_ACCOUNTING_METHOD_CODE,
	:LEDGER_CATEGORY_CODE,
	:CREATED_BY_ID,
	:CHANGED_BY_ID,
	:INTEGRATION_ID
)  ",0,0,0,0
"Analyze work table","LKM BIAPPS SQL to Oracle (Multi Transport)",140,0,"D","EBSDEV2","BIAPPS_DW","","
/* Skipping stats on work table based on Option chosen =N */
  ",0,0,0,0
"SERIAL","EU",150,1,"M","","","","",107,0,0,0
"Initialization and log header","IKM BIAPPS Oracle Control Append",160,0,"D","BIAPPS_DW","BIAPPS_DW","","/* ===================================================
--  IKM BIAPPS Oracle Control Append
--  11.1.1.10.1.20151007
-- ===================================================
---------------------------------------------------
KM Options
---------------------------------------------------
Bulk Mode Option:	N
Error Logging Option:		N
Error Logging Supported:		Y
Is this a Dim ETL:		N
Auto Correction Enabled:		Y
Bypass Flow Table:		Y
DELETE_FLG column present:	Y

---------------------------------------------------
Work Objects
---------------------------------------------------
Setting flow table name to PRXBI_DW.I$_2624261_2
Setting error table name to E$_2624261_2

DATASOURCE_NUM_ID column is part of the Unique Key

=================================================== */  ",0,0,0,0
"Run Alter Session Commands","IKM BIAPPS Oracle Control Append",170,0,"D","BIAPPS_DW","BIAPPS_DW","","BEGIN

  NULL; 
END;  ",0,0,0,0
"Alter Session - Char Semantics","IKM BIAPPS Oracle Control Append",180,0,"D","BIAPPS_DW","BIAPPS_DW","","

/* Below statement ensure table lengths are proper for Oracle Unicode Enabled DBs.
 */
BEGIN
EXECUTE IMMEDIATE 'ALTER SESSION SET NLS_DATE_FORMAT=''DD/MON/YYYY HH24:MI:SS''';
EXECUTE IMMEDIATE 'ALTER SESSION SET NLS_LENGTH_SEMANTICS=CHAR'  ; 
END;

  ",0,0,0,0
"Diagnostics - Drop Error Table","IKM BIAPPS Oracle Control Append",190,0,"M","BIAPPS_DW","BIAPPS_DW",""," drop table  PRXBI_DW.E$_2624261_2  purge    ",0,0,0,0
"Diagnostics - Create Error Table","IKM BIAPPS Oracle Control Append",200,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Creates the error table during Error Logging Mode */
CREATE TABLE PRXBI_DW.E$_2624261_2
( 
	ORA_ERR_NUMBER$		NUMBER,         
	ORA_ERR_MESG$		VARCHAR2(2000),
	ORA_ERR_ROWID$		UROWID,
	ORA_ERR_OPTYP$		VARCHAR2(2),
	ORA_ERR_TAG$		VARCHAR2(2000),
	IND_UPDATE			VARCHAR2(10),
	DIAGNOSTIC_ROWID		UROWID,
	ERROR_TYPE_IND		VARCHAR2(100),	
	AUTOCORRECT_IND		VARCHAR2(100)  DEFAULT 'N',
	AUTOCORRECT_CODE		VARCHAR2(2000),
	AUTOCORRECT_DESC		VARCHAR2(2000),
	COMMITTED			VARCHAR2(10) DEFAULT '0',
	LEDGER_NAME		 VARCHAR2(4000),
	 LEDGER_SHORT_NAME		 VARCHAR2(4000),
	 LEDGER_DESC		 VARCHAR2(4000),
	 CHART_OF_ACCOUNTS		 VARCHAR2(4000),
	 CURRENCY_CODE		 VARCHAR2(4000),
	 CALENDER_NAME		 VARCHAR2(4000),
	 SLA_ACCOUNTING_METHOD_CODE		 VARCHAR2(4000),
	 PERIOD_TYPE		 VARCHAR2(4000),
	 LEDGER_CATEGORY_CODE		 VARCHAR2(4000),
	 CREATED_BY_ID		 VARCHAR2(4000),
	 CHANGED_BY_ID		 VARCHAR2(4000),
	 CREATED_ON_DT		 VARCHAR2(4000),
	 CHANGED_ON_DT		 VARCHAR2(4000),
	 
	 DATASOURCE_NUM_ID		 VARCHAR2(4000),
	 INTEGRATION_ID		 VARCHAR2(4000),
	 TENANT_ID		 VARCHAR2(4000),
	DELETE_FLG			VARCHAR2(4000)
) NOLOGGING
  ",0,0,0,0
"Table Maintenance - Clean Truncated Entry","IKM BIAPPS Oracle Control Append",210,0,"D","BIAPPS_DW","BIAPPS_DW","","  ",0,0,0,0
"Table Maintenance Before","IKM BIAPPS Oracle Control Append",220,0,"D","BIAPPS_DW","BIAPPS_DW","","  ",0,0,0,0
"Drop flow table","IKM BIAPPS Oracle Control Append",230,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed. It runs only in error logging mode if ETL diagnostics is supported */
  ",0,0,0,0
"Create flow table I$","IKM BIAPPS Oracle Control Append",240,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed. It runs only in error logging mode if ETL diagnostics is supported */
  ",0,0,0,0
"Insert flow into I$ table","IKM BIAPPS Oracle Control Append",250,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed. It runs only in error logging mode if ETL diagnostics is supported */
  ",0,0,0,0
"Diagnostics - Get all UK columns","IKM BIAPPS Oracle Control Append",260,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed. It runs only in error logging mode if ETL diagnostics is supported */
  ",0,0,0,0
"Diagnostics - Reinsert String violation records into I$","IKM BIAPPS Oracle Control Append",270,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed. It runs only in error logging mode, if ETL diagnostics is supported and auto correct flag is enabled */
   ",0,0,0,0
"Diagnostics - Insert unspec valued records in I$ (Dim ETL)","IKM BIAPPS Oracle Control Append",280,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed. It runs only for dimension ETL in error logging mode if ETL diagnostics is supported and a UK defined */
   ",0,0,0,0
"Diagnostics - Find Dupes,Cnstrnt Vltn rows on I$","IKM BIAPPS Oracle Control Append",290,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed. It runs only in error logging mode if ETL diagnostics is supported */

  ",0,0,0,0
"Diagnostics - Raise Error for Unacceptable Errors (Dim ETL)","IKM BIAPPS Oracle Control Append",300,0,"D","BIAPPS_DW","BIAPPS_DW","","  ",0,0,0,0
"Diagnostics - Flag bad rows in I$","IKM BIAPPS Oracle Control Append",310,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed. It runs only in error logging mode if ETL diagnostics is supported and auto correct flag is enabled */
  ",0,0,0,0
"Diagnostics - Selective Autocorrect of I$","IKM BIAPPS Oracle Control Append",320,0,"D","BIAPPS_DW","BIAPPS_DW","","BEGIN
NULL;


/* Step bypassed. It runs only in error logging mode if ETL diagnostics is supported and auto correct flag is enabled */


END;
  ",0,0,0,0
"Diagnostics - Dim Fixes and E$ AutoCorrect Flag Update","IKM BIAPPS Oracle Control Append",330,0,"D","BIAPPS_DW","BIAPPS_DW","","BEGIN

 

 
NULL;
END;  ",0,0,0,0
"Diagnostics - Insert Diagnostic Summary Table","IKM BIAPPS Oracle Control Append",340,0,"D","BIAPPS_DW","BIAPPS_DW","","DECLARE
V_ERR_COUNT INTEGER;
BEGIN
/*Error Logging not enabled */ 
NULL;
END;  ",0,0,0,0
"Run Alter Session1 Commands","IKM BIAPPS Oracle Control Append",350,0,"D","BIAPPS_DW","BIAPPS_DW","","BEGIN

  NULL; 
END;  ",0,0,0,0
"Insert new rows","IKM BIAPPS Oracle Control Append",360,0,"D","BIAPPS_DW","BIAPPS_DW","","  
insert  into	PRXBI_DW.W_LEDGER_DS 
( 
	LEDGER_NAME,
	LEDGER_SHORT_NAME,
	LEDGER_DESC,
	CHART_OF_ACCOUNTS,
	CURRENCY_CODE,
	CALENDER_NAME,
	SLA_ACCOUNTING_METHOD_CODE,
	PERIOD_TYPE,
	LEDGER_CATEGORY_CODE,
	CREATED_BY_ID,
	CHANGED_BY_ID,
	CREATED_ON_DT,
	CHANGED_ON_DT,
	DATASOURCE_NUM_ID,
	INTEGRATION_ID 
	,DELETE_FLG,
	TENANT_ID 
) 
select	
	LEDGER_NAME,
	LEDGER_SHORT_NAME,
	LEDGER_DESC,
	CHART_OF_ACCOUNTS,
	CURRENCY_CODE,
	CALENDER_NAME,
	SLA_ACCOUNTING_METHOD_CODE,
	PERIOD_TYPE,
	LEDGER_CATEGORY_CODE,
	CREATED_BY_ID,
	CHANGED_BY_ID,
	CREATED_ON_DT,
	CHANGED_ON_DT,
	DATASOURCE_NUM_ID,
	INTEGRATION_ID
	,'N',
	'#BIAPPS.TENANT_ID'
FROM (	
select 	
	SQ_GL_LEDGERS_A.NAME LEDGER_NAME,
	SQ_GL_LEDGERS_A.SHORT_NAME LEDGER_SHORT_NAME,
	SQ_GL_LEDGERS_A.DESCRIPTION LEDGER_DESC,
	SQ_GL_LEDGERS_A.CHART_OF_ACCOUNTS CHART_OF_ACCOUNTS,
	SQ_GL_LEDGERS_A.CURRENCY_CODE CURRENCY_CODE,
	SQ_GL_LEDGERS_A.PERIOD_SET_NAME CALENDER_NAME,
	SQ_GL_LEDGERS_A.SLA_ACCOUNTING_METHOD_CODE SLA_ACCOUNTING_METHOD_CODE,
	SQ_GL_LEDGERS_A.USER_PERIOD_TYPE PERIOD_TYPE,
	SQ_GL_LEDGERS_A.LEDGER_CATEGORY_CODE LEDGER_CATEGORY_CODE,
	SQ_GL_LEDGERS_A.CREATED_BY_ID CREATED_BY_ID,
	SQ_GL_LEDGERS_A.CHANGED_BY_ID CHANGED_BY_ID,
	SQ_GL_LEDGERS_A.CREATION_DATE CREATED_ON_DT,
	SQ_GL_LEDGERS_A.LAST_UPDATE_DATE CHANGED_ON_DT,
	#BIAPPS.DATASOURCE_NUM_ID DATASOURCE_NUM_ID,
	SQ_GL_LEDGERS_A.INTEGRATION_ID INTEGRATION_ID 
from	PRXBI_DW.C$_2624261_2_0 SQ_GL_LEDGERS_A
where		(1=1)	
)  ODI_GET_FROM
  ",107,0,0,0
"Insert reference dates","IKM BIAPPS Oracle Control Append",370,0,"D","BIAPPS_DW","BIAPPS_DW","","--Check if records exists in W_ETL_LOAD_DATE TABLE
--Query run
--select count(1),MAX(LAST_MAX_DATE) from PRXBI_DW.W_ETL_LOAD_DATES where  DATASOURCE_NUM_ID = 380 and PACKAGE_NAME = 'SDE_ORAR122_ADAPTOR_SDE_ORA_LEDGERDIMENSION' and ETL_USAGE_CODE = '__NOT_APPLICABLE__'
--Result:1,2025-11-06 20:09:43.0

--Insert/Update reference dates

update PRXBI_DW.W_ETL_LOAD_DATES
set
  TARGET_TABLE_NAME =   'W_LEDGER_DS', 
  ETL_PROC_WID =   :BIAPPS.ETL_PROC_WID,
  LOAD_PLAN_ID = :BIAPPS.EXECUTION_ID,
  WIP_LOAD_START_DATE =   (SYSDATE+(-1)*#BIAPPS.PRUNE_DAYS),  

  ETL_LOAD_DATE =   SYSDATE,
  COMMITTED = DECODE('#BIAPPS.IS_INCREMENTAL','Y','1','0')
where DATASOURCE_NUM_ID = :BIAPPS.DATASOURCE_NUM_ID
and PACKAGE_NAME = 'SDE_ORAR122_ADAPTOR_SDE_ORA_LEDGERDIMENSION'
and ETL_USAGE_CODE = :BIAPPS.ETL_USAGE_CODE

  ",0,0,0,0
"Insert reference dates to History Table","IKM BIAPPS Oracle Control Append",380,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Insert/Update reference dates into History Table */
insert into PRXBI_DW.W_ETL_LOAD_DATES_LOG
 (DATASOURCE_NUM_ID,
  PACKAGE_NAME,
  TARGET_TABLE_NAME,
  ETL_USAGE_CODE,
  ETL_PROC_WID,
  LOAD_PLAN_ID,
  SESSION_ID,
  WIP_LOAD_START_DATE,
  LAST_MAX_DATE,
  ETL_LOAD_DATE,
  COMMITTED
 )
select
  DATASOURCE_NUM_ID,
  PACKAGE_NAME,
  TARGET_TABLE_NAME,
  ETL_USAGE_CODE,
  ETL_PROC_WID,
  LOAD_PLAN_ID,
  2624261,
  WIP_LOAD_START_DATE,
  LAST_MAX_DATE,
  ETL_LOAD_DATE,
  COMMITTED
FROM PRXBI_DW.W_ETL_LOAD_DATES
where DATASOURCE_NUM_ID = :BIAPPS.DATASOURCE_NUM_ID
and PACKAGE_NAME = 'SDE_ORAR122_ADAPTOR_SDE_ORA_LEDGERDIMENSION'
and ETL_USAGE_CODE = :BIAPPS.ETL_USAGE_CODE  ",0,0,0,0
"Commit Transaction","IKM BIAPPS Oracle Control Append",390,0,"D","BIAPPS_DW","BIAPPS_DW","","/*commit*/
 ",0,0,0,0
"Diagnostics - Find Duplicates and Autocorrect","IKM BIAPPS Oracle Control Append",400,0,"D","BIAPPS_DW","BIAPPS_DW","","--Derive OBI_TABLE_MAINTENANCE behaviour for target table
--Table Truncate behaviour: ALWAYS
--Truncate Table Behaviour Always ?:	true
--Is Full Mode ?:	false


/* Finds the duplicates on Target Table during Full Load or if Table Truncate behaviour is ALWAYS and Delete duplicates*/

DECLARE
  v_EVENT_SEQ_NUM NUMBER(5,0) :=0;      
  v_EVENT_RESULT VARCHAR2(100);
  v_LOOPCTR INTEGER;
  v_EXITLOOP boolean;
  v_COUNT INTEGER;
  v_ERRMESG VARCHAR2(1000);
  v_index_exists_flg INTEGER:=0;
  v_tmp_index_exists_flg INTEGER:=0;
  IndexExists EXCEPTION;
  PkExists  EXCEPTION;
  IndNotEnfCons EXCEPTION;
  ResourceBusy EXCEPTION;
  pragma exception_init( IndexExists,-955);
  pragma exception_init( PkExists,-2261);
  pragma exception_init( IndNotEnfCons,-14196);
  pragma exception_init( ResourceBusy,-54);
BEGIN

-- In case of no other actions
  NULL;
END;
  ",0,0,0,0
"Table Maintenance After","IKM BIAPPS Oracle Control Append",410,0,"D","BIAPPS_DW","BIAPPS_DW","","  ",0,0,0,0
"Table Maintenance - Clean Truncated Entry","IKM BIAPPS Oracle Control Append",420,0,"D","BIAPPS_DW","BIAPPS_DW","","  ",0,0,0,0
"Drop flow table","IKM BIAPPS Oracle Control Append",430,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed. It runs only in error logging mode if ETL diagnostics is supported */

  ",0,0,0,0
"Diagnostics - Update Committed Flag","IKM BIAPPS Oracle Control Append",440,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed */

  ",0,0,0,0
"Diagnostics - Drop Error Table if empty","IKM BIAPPS Oracle Control Append",450,0,"D","BIAPPS_DW","BIAPPS_DW","","
DECLARE
	v_rowcount NUMBER := 1;
	v_cnt_query VARCHAR2(100);
BEGIN
SELECT COUNT(*) INTO v_rowcount FROM PRXBI_DW.E$_2624261_2;
IF v_rowcount = 0 THEN
	EXECUTE IMMEDIATE 'DROP TABLE PRXBI_DW.E$_2624261_2 PURGE';
END IF;
END;
  ",0,0,0,0
"SERIAL","MAP_CLEANUP",460,0,"D","","","","",0,0,0,0
"SERIAL","EU",470,0,"D","","","","",0,0,0,0
"Drop work object","LKM BIAPPS SQL to Oracle (Multi Transport)",480,0,"D","EBSDEV2","BIAPPS_DW","","DROP TABLE PRXBI_DW.C$_2624261_2_0 purge  ",0,0,0,0
"Drop View on Source","LKM BIAPPS SQL to Oracle (Multi Transport)",490,0,"D","EBSDEV2","BIAPPS_DW","  ","",0,0,0,0
"Drop Alter Session Procedure (DB Link)","LKM BIAPPS SQL to Oracle (Multi Transport)",500,0,"D","EBSDEV2","BIAPPS_DW","

  ","",0,0,0,0
