"TASK_NAME1","TASK_NAME2","SCEN_TASK_NO","SOURCE","TASK_STATUS","SOURCE_1","TARGET","EXEC_SQL_ON_SOURCE","EXEC_SQL_ON_TARGET","NUMBER_OF_INSERT","NUMBER_OF_UPDATE","NUMBER_OF_DELETE","NB_ERR"
"Diagnostics - Drop Error Table","IKM BIAPPS Oracle Slowly Changing Dimension",70,0,"M","BIAPPS_DW","BIAPPS_DW",""," drop table  PRXBI_DW.E$_2625027_1  purge    ",0,0,0,0
"Table Maintenance - Clean Truncated Entry","IKM BIAPPS Oracle Slowly Changing Dimension",90,0,"D","BIAPPS_DW","BIAPPS_DW","","  ",0,0,0,0
"Table Maintenance Before","IKM BIAPPS Oracle Slowly Changing Dimension",100,0,"D","BIAPPS_DW","BIAPPS_DW","","  ",0,0,0,0
"Drop flow table (I$)","IKM BIAPPS Oracle Slowly Changing Dimension",110,0,"M","BIAPPS_DW","BIAPPS_DW","","
drop table PRXBI_DW.I$_2625027_1 purge  ",0,0,0,0
"Create flow table (I$)","IKM BIAPPS Oracle Slowly Changing Dimension",120,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Creates the flow table with the parameters specified in the FLOW_TABLE_OPTIONS option */
create table PRXBI_DW.I$_2625027_1
(
	SRC_EFF_FROM_DT		DATE NULL,
	DATASOURCE_NUM_ID		NUMBER(10,0) NULL,
	INTEGRATION_ID		VARCHAR2(200) NULL,
	ROW_WID		NUMBER NULL,
	SCD1_WID		NUMBER NULL,
	SEGMENT_LOV_ID		VARCHAR2(4000) NULL,
	SEGMENT_VAL_CODE		VARCHAR2(4000) NULL,
	CREATED_BY_WID		NUMBER NULL,
	CHANGED_BY_WID		NUMBER NULL,
	CREATED_ON_DT		DATE NULL,
	CHANGED_ON_DT		DATE NULL,
	AUX1_CHANGED_ON_DT		DATE NULL,
	AUX2_CHANGED_ON_DT		DATE NULL,
	AUX3_CHANGED_ON_DT		DATE NULL,
	AUX4_CHANGED_ON_DT		DATE NULL,
	SRC_EFF_TO_DT		DATE NULL,
	EFFECTIVE_FROM_DT		DATE NULL,
	EFFECTIVE_TO_DT		DATE NULL,
	DELETE_FLG		CHAR(1) NULL,
	CURRENT_FLG		CHAR(1) NULL,
	W_INSERT_DT		DATE NULL,
	W_UPDATE_DT		DATE NULL,
	ETL_PROC_WID		NUMBER NULL,
	SET_ID		VARCHAR2(4000) NULL,
	TENANT_ID		VARCHAR2(4000) NULL,
	X_CUSTOM		VARCHAR2(4000) NULL,
	IND_UPDATE		CHAR(1),
	IND_CURRENT_FLG	CHAR(1)
)
NOLOGGING  ",0,0,0,0
"Flag rows for update","IKM BIAPPS Oracle Slowly Changing Dimension",180,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Sets the flow table update indicator to U(pdate) if the record exists in the target table */
/* Also points the update at the latest target SCD timestamp */

update PRXBI_DW.I$_2625027_1 S
set 
 S.IND_UPDATE = 'U'
,S.EFFECTIVE_FROM_DT =
 (SELECT MAX(T.EFFECTIVE_FROM_DT)
  FROM PRXBI_DW.W_GL_SEGMENT_D T
  WHERE T.SRC_EFF_FROM_DT = S.SRC_EFF_FROM_DT
  AND T.DATASOURCE_NUM_ID = S.DATASOURCE_NUM_ID
  AND T.INTEGRATION_ID = S.INTEGRATION_ID)
where (S.SRC_EFF_FROM_DT, S.DATASOURCE_NUM_ID, S.INTEGRATION_ID) in
 (select T.SRC_EFF_FROM_DT,T.DATASOURCE_NUM_ID,T.INTEGRATION_ID
  from PRXBI_DW.W_GL_SEGMENT_D T)
  ",0,0,0,0
"Detect type 2 changes","IKM BIAPPS Oracle Slowly Changing Dimension",190,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Sets update indicator to S (insert new type 2 record for type 2 change to current record) */
/* No Type 2 Columns in model */
  ",0,0,0,0
"Diagnostics - Fix Datatype Mismatches (Dim ETL)","IKM BIAPPS Oracle Slowly Changing Dimension",140,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step Bypassed */
   ",0,0,0,0
"Create flow table UK index","IKM BIAPPS Oracle Slowly Changing Dimension",150,0,"D","BIAPPS_DW","BIAPPS_DW","","/* Creates index on flow table unique key */
create index	I$_2625027_1_UK
on	PRXBI_DW.I$_2625027_1
 (DATASOURCE_NUM_ID, INTEGRATION_ID,
  EFFECTIVE_FROM_DT,
  IND_UPDATE
)
NOLOGGING  ",0,0,0,0
"Analyze integration table","IKM BIAPPS Oracle Slowly Changing Dimension",160,0,"D","BIAPPS_DW","BIAPPS_DW","","
begin
    dbms_stats.gather_table_stats(
	ownname => 'PRXBI_DW',
	tabname => 'I$_2625027_1',
	estimate_percent => dbms_stats.auto_sample_size,
	method_opt => 'FOR ALL INDEXED COLUMNS SIZE AUTO',
	degree => DBMS_STATS.DEFAULT_DEGREE
    );
end;
  ",0,0,0,0
"Diagnostics - Create Target Replica Table","CKM BIAPPS Oracle",230,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Step bypassed in Non Error Logging Mode */
  ",0,0,0,0
