"TASK_NAME1","TASK_NAME2","SCEN_TASK_NO","SOURCE","TASK_STATUS","SOURCE_1","TARGET","EXEC_SQL_ON_SOURCE","EXEC_SQL_ON_TARGET","NUMBER_OF_INSERT","NUMBER_OF_UPDATE","NUMBER_OF_DELETE","NB_ERR"
"SERIAL","MAP_MAIN",10,847,"M","","","","",0,686,0,0
"Variable","DIAG_EXEC_NUMBER",10,847,"M","","","","",0,686,0,0
"SERIAL","EU",20,847,"M","","","","",0,686,0,0
"Alter Session - Char Semantics","IKM BIAPPS Oracle Fact Incremental Update",50,0,"D","BIAPPS_DW","BIAPPS_DW","","

/* Below statement ensure table lengths are proper for Oracle Unicode Enabled DBs.
 */
BEGIN
EXECUTE IMMEDIATE 'ALTER SESSION SET NLS_DATE_FORMAT=''DD/MON/YYYY HH24:MI:SS''';
EXECUTE IMMEDIATE 'ALTER SESSION SET NLS_LENGTH_SEMANTICS=CHAR'  ; 
END;

  ",0,0,0,0
"Initialization and log header","IKM BIAPPS Oracle Fact Incremental Update",30,0,"D","BIAPPS_DW","BIAPPS_DW","","/* ===================================================
--  IKM BIAPPS Fact Oracle Incremental Update 
--  11.1.1.11.1.20170611 
-- ===================================================
---------------------------------------------------
KM Options and Behaviour
---------------------------------------------------
Uses Change Indicator:		Y
DATASOURCE_NUM_ID column is part of the Unique Key
ROW_WID column present:	N
Bulk Mode Option:		N
DELETE_FLG column present:	N
Error Logging Option:		N
Setting error table name to E$_2625555_5
Error Logging Supported:		Y
Is this a Dim ETL:		N
Auto Correction Enabled:		Y
Bypass Flow Table:		N
Target Type:			OTHER 
---------------------------------------------------
Work Objects
---------------------------------------------------
Setting flow table name to PRXBI_DW.I$_2625555_5 
---------------------------------------------------
Partition Information
---------------------------------------------------
Table partitioned:	N

=================================================== */   ",0,0,0,0
"Run Alter Session Commands","IKM BIAPPS Oracle Fact Incremental Update",40,0,"D","BIAPPS_DW","BIAPPS_DW","","BEGIN

  NULL; 
END;   ",0,0,0,0
"Truncate table","IKM BIAPPS Oracle Fact Incremental Update",90,0,"D","BIAPPS_DW","BIAPPS_DW","","

/* Table only truncated in full load */

  ",0,0,0,0
"Drop flow table","IKM BIAPPS Oracle Fact Incremental Update",100,0,"M","BIAPPS_DW","BIAPPS_DW","","

drop table PRXBI_DW.I$_2625555_5 purge  ",0,0,0,0
"Drop part table","IKM BIAPPS Oracle Fact Incremental Update",110,0,"D","BIAPPS_DW","BIAPPS_DW","","
/* Not required */
 ",0,0,0,0
"Diagnostics - Drop Error Table","IKM BIAPPS Oracle Fact Incremental Update",60,0,"M","BIAPPS_DW","BIAPPS_DW",""," drop table  PRXBI_DW.E$_2625555_5  purge    ",0,0,0,0
